RunName,SpoligoType(MiruHero),SpoligoType(Spotyping),MiruType(MiruHero),MiruType(mirureader),Lineage(MiruHero),Lineages(tb-profiler),Resistance(tb-profiler),Family(SpolLineages)
GCA_001391075.1_8898_8_17_genomic,167726603760771,167726603760771,2121221512-21--1--1----1,21112211211111-1-1121-01,Euro-American,lineage4.3.3,isoniazid(R),X1
GCA_001395315.1_6570_6_21_genomic,703377400001771,703377400001771,2111211121221-11112121-2,22212-1221132111121121-2,East-African Indian,lineage3.1.1,ND,CAS1-Kili
GCA_001379215.1_7769_8_49_genomic,777737777420771,777737777420771,214225113222211222111212,212124222222325113222-22,Euro-American,lineage4.2.1.1,ND,Ural-1
GCA_001387015.1_8898_8_86_genomic,000000000003751,000000000003751,2112121111-11-11--1---11,212111211-11112111211-01,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001381415.1_7314_8_88_genomic,000000000003771,000000000003771,223222121321211411111112,212-13222-22222121232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001391915.1_6540_2_18_genomic,600000000000000,600000000000000,111112111222--11--11---1,11212--21---1-2111-21--2,East-African Indian,lineage3.1.1,ND,BOV
GCA_001392295.1_7054_1_36_genomic,737565715500731,737565717500731,1--11112222111-21-111--2,111011121212121122122112,Euro-American,lineage4.8.2,ND,Unknown
GCA_001395735.1_6540_8_22_genomic,600000000000000,600000000000000,1--221-111-111--1-111--2,111012222--21210111121-1,East-African Indian,lineage5.1.3,ND,BOV
GCA_001393215.1_6540_2_23_genomic,000000000000171,000000000000171,1-1112-112-21--111112--1,11102-121-13112011-21111,East Asian,lineage3.1.1,ND,Beijing
GCA_001393455.1_6540_3_5_genomic,000000000000171,000000000000171,1--211-112223---11--1--1,101021211-32111011121112,East Asian,lineage4.4.1.2,ND,Beijing
GCA_001397355.1_5237_3_6_genomic,767764475740671,767764475740671,2--112-121-11--1-1112212,21101-121-13312012222-11,Euro-American,lineage4.1.2.1,ND,T1
GCA_001385415.1_7314_8_75_genomic,000000000003771,000000000003771,213222151322211221111222,2121232222223221-1332212,East Asian,lineage2.2.1,ND,Beijing
GCA_001396155.1_6540_2_1_genomic,777400000000171,777400000000171,1--122--11-22--1-1111-11,111021122-24112011211-11,Euro-American,lineage4.8.2,ND,Unknown
GCA_001396095.1_7054_1_38_genomic,477567713740751,477567713740751,11-11212112111-11-1111-2,111111121-12222121112102,Euro-American,lineage4.8.2,ND,T1
GCA_001384815.1_7755_2_2_genomic,000000000003771,000000000003771,212222123323312421122212,213132232-333221232322-2,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001393155.1_7054_1_32_genomic,750767750720670,750767750720670,1-21121311211--1--11---2,11101212111111-131112-02,Euro-American,lineage4.8.2,ND,AFRI_1
GCA_001385015.1_7755_4_2_genomic,000000000003771,000000000003771,2222221223212124-1211112,223-12222-22222122232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001388895.1_8898_8_78_genomic,000000000003771,000000000003771,1-122-141--11111--1---12,112011212-11121141212-01,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001382475.1_7755_3_54_genomic,777777607760771,777777607760771,1222241222221112-1113-22,112-22222214124122322-12,Euro-American,lineage4.3.3,ND,LAM9
GCA_001378435.1_7841_6_22_genomic,000000000003771,000000000003771,222222122321211421111113,212-12222-22222122233212,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001386795.1_8898_8_65_genomic,000000004020771,000000004020771,11-22111212221112-111111,112122222122221112211202,Euro-American,lineage4.1.2.1,ND,H2
GCA_001388915.1_8987_4_25_genomic,756376316700001,756376316700001,1112221122221-121-111111,112121222-12212112221102,Euro-American,lineage4.1.2.1,ND,Unknown
GCA_001379375.1_7769_7_21_genomic,000000000003771,000000000003771,212222123322211411221122,222122232-22222123332-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001380235.1_7755_4_19_genomic,777760007760711,777760007760711,122224121221111121113-22,112-12222114124121322212,Euro-American,lineage4.3.3,ND,LAM-RUS
GCA_001397715.1_6221_3_7_genomic,722227555520661,722227555520661,1-11111211212-12---11-12,102011121222111121212-02,Euro-American,lineage4.8,ND,H3
GCA_001381835.1_7841_7_79_genomic,000000000003771,000000000003771,213222122321411411131112,212113242--2222122232--2,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001386275.1_7935_3_60_genomic,000000000003771,000000000003771,212224121221112421121112,213112232-12224121222212,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001388595.1_8939_3_62_genomic,000000000003771,000000000003771,1-11121221211-132-11-1-1,112011121311212122111202,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001397055.1_6174_8_11_genomic,400315000001040,401315000001040,1-11111121-1211111-----1,10201-1111211221221111-1,East-African Indian,lineage3.1.1,ND,AFRI
GCA_001380735.1_7755_3_87_genomic,000000000003771,000000000003771,222222141222211421411212,242222222-22322141222--2,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001392255.1_6540_2_21_genomic,000000000000011,000000000000011,1--122-112-1---1---11--1,1-101--22--21-2011121--1,East Asian,lineage3.1.1,ND,Beijing
GCA_001396315.1_6174_2_2_genomic,003311400001321,003311400001321,1-11211111211-111121---1,1-201-322111111111-111-2,East-African Indian,lineage3.1.1,ND,Unknown
GCA_001390135.1_8898_8_12_genomic,760706157420701,760706157420701,2-21121112-121-12-11---2,211012121121122111122201,Euro-American,lineage4.2.1,rifampicin(R),Ural-1
GCA_001390275.1_8939_3_51_genomic,000000000003151,000000000003151,21-2211311211111--1111-2,212112222-12221121112-02,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001384075.1_7156_6_31_genomic,000000000003771,000000000003771,232222151322211321111112,212-222223222221-1232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001383795.1_7755_4_37_genomic,000000000003771,000000000003771,222222122321211221112112,212212222223222122232212,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001394075.1_7054_2_84_genomic,374546756760361,374546756760361,111212121--11--1--1--111,111111211-11212121211--1,Euro-American,lineage4.1.1.3.1,ND,X1
GCA_001381175.1_7769_8_50_genomic,000000000003771,000000000003771,222222122322211421111122,212222222-22222122332212,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001378775.1_7755_3_69_genomic,000000000003771,000000000003771,212322131322213411112212,21-122322-23322131232--2,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001380815.1_7841_6_32_genomic,000000000003771,000000000003771,213224151321213321111113,21-113222-222241-1233-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001380535.1_7755_3_90_genomic,774000000760771,774000000760771,112223122221111111112-22,112112222113123122322--2,Euro-American,lineage4.3.3,ofloxacin(R),T1
GCA_001391935.1_6540_5_22_genomic,703300000000011,703300000000011,1111111-11213111--111--1,11211-121-32121131111--2,East-African Indian,lineage3,ND,CAS
GCA_001389335.1_8987_4_37_genomic,560000630060571,560000630060571,1-111211212-2111--111111,112001121122222112211-02,Euro-American,lineage4.8,ND,T1
GCA_001387395.1_8987_4_2_genomic,000000000003771,000000000003771,1-21221111211--1--1111-2,111012122-12212111112-02,East Asian,lineage2.2.1,ND,Beijing
GCA_001393195.1_6570_8_6_genomic,777737777760771,777737777760771,2221211213211111-1212112,222212122113221121232-12,Euro-American,lineage4,ND,T3
GCA_001386555.1_7935_3_67_genomic,000000000003771,000000000003771,2122121412222114-1211112,222122221-22222141222-12,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001389975.1_8987_5_21_genomic,000000000003531,000000000003531,1-1-21-2112-3112--11---2,112011122-31121021112-02,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001392075.1_6540_2_20_genomic,701377400001021,701377400001021,1-11111111-2--111-111-12,11202-1211-21111112121-1,East-African Indian,lineage3.1.1,ND,CAS
GCA_001397595.1_6221_2_12_genomic,703777740003471,703777740003471,2112112211212112-12-1-12,222111211224121121212-12,East-African Indian,lineage3,ethambutol(R),CAS1-Delhi
GCA_001393875.1_6540_7_15_genomic,613771641060331,613771641060331,1-11121-12221111---11--1,102021121-12122111121-02,Euro-American,lineage4.3.3,ND,T2
GCA_001384415.1_7156_6_30_genomic,777777777760771,777777777760771,213222153323311232111212,212133222232322153232-22,Euro-American,lineage4.1.2.1,ND,T1
GCA_001385455.1_7755_4_3_genomic,000000000003771,000000000003771,223222131322211221211112,222223222222222131232212,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001380035.1_7755_3_65_genomic,000000000003771,000000000003771,222222122323211421112212,212-32222-23322122232212,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001380055.1_7841_6_18_genomic,777777777720771,777777777720771,212112131322212111111123,213122121122222131333--2,Euro-American,lineage4.1.2.1,isoniazid(R),H3
GCA_001391275.1_8987_4_52_genomic,000000000001751,000000000001751,21-2221221--1-11--111-11,212121222-12112122221-01,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001379275.1_7841_7_63_genomic,674757777420771,674777777420771,312222113221312322211112,3-3112222--2222113222-22,Euro-American,lineage4.2.1,isoniazid(R),Ural-1
GCA_001380155.1_7769_7_40_genomic,000000000003771,000000000003771,222222123323211412112112,212-32222-23222123232-22,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001381235.1_7769_8_78_genomic,000000000003771,000000000003771,212222122322212421222112,223122232-23222122232-12,East Asian,lineage2.2.1,ND,Beijing
GCA_001389255.1_8987_4_65_genomic,000000000002630,000000000002630,11-2211112211111----1-12,102112212-12221111222-02,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001397775.1_6221_3_10_genomic,000000000000001,000000000000001,1-111-1-21-11-111-11--12,112011121-1-111112-121-1,East Asian,lineage4.1,ND,Beijing
GCA_001386155.1_7935_3_51_genomic,770000770060771,770000770060771,21212313122-211221111112,212102122222223131222212,Euro-American,lineage4.8,ND,T1-RUS2
GCA_001393055.1_6540_7_11_genomic,701777400003450,701777400003450,1--1121112211112-11-1112,102012111212222111222-12,East-African Indian,lineage3,ND,CAS
GCA_001396035.1_6570_6_22_genomic,000000000003771,000000000003771,2111111112221-12-12121-2,2221211212132111-1122--2,East Asian,lineage2.2.1,ND,Beijing
GCA_001387915.1_8898_8_49_genomic,000000000003611,000000000003611,1112121-21-211-1--111-12,111121221--2122112212-01,East Asian,lineage2.2.1,ND,Beijing
GCA_001390795.1_8987_5_47_genomic,000000000003751,000000000003751,211111-122-211-2-----111,201121111-11221012221-01,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001393675.1_6540_7_1_genomic,760000000000001,760000000000001,1-11111122-121-1-1111112,111011121-222211-2222-11,Euro-American,lineage4.1.2.1,ND,Unknown
GCA_001391315.1_8939_3_17_genomic,000000000003231,000000000003231,211212-11-211-11--1-1112,212111211-12212011212-02,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001388495.1_8898_8_73_genomic,000000000003661,000000000003661,21-2111111221111--11--11,212121221-11121111211-02,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001382295.1_7841_6_46_genomic,777777777760771,777777777760771,212122141323211251111112,212132122222222141232512,Euro-American,lineage4.8,ND,T1
GCA_001396395.1_5237_2_6_genomic,721716507540721,721716507540721,1-11111112211--1--111--1,111013121-121111-112--12,Euro-American,lineage4.8.2,ND,X1
GCA_001380075.1_7755_4_18_genomic,774777777420771,774777777420771,212222113222213221112123,214122222223222113323--2,Euro-American,lineage4.2.1,streptomycin(R),Ural-1
GCA_001394295.1_7054_2_82_genomic,301377000001611,301377000001611,--31241122-12-112-1-1--2,312113111-221141123222-1,East-African Indian,lineage3.1.1,ND,CAS
GCA_001381535.1_7841_6_3_genomic,777777607760771,777777607760771,1122231222221112-1213-22,122122222214123122322-12,Euro-American,lineage4.3.3,ND,LAM9
GCA_001385175.1_7156_6_23_genomic,177777777760771,177777777760771,223123121222112221111122,213223122-12223121322-12,Euro-American,lineage4.8,ND,T1
GCA_001382655.1_7769_7_10_genomic,777777607760771,777777607760771,113223122221111121112-22,112113222113123122322212,Euro-American,lineage4.3.3,ND,LAM9
GCA_001383475.1_7156_6_9_genomic,000000000003771,000000000003771,213225132221211411212112,222113222-23225132222-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001380695.1_7156_7_95_genomic,000000000003771,000000000003771,213222151222112421211212,223123222-123221-1222-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001395035.1_6540_5_1_genomic,617576777760600,617576777760600,1--11112112211-1--1-11-1,111022111-12221121111-02,Euro-American,lineage4.1.1,rifampicin(R),X2
GCA_001386655.1_7935_3_73_genomic,000000000003771,000000000003771,212222121221211521112112,212112222-23222121222212,East Asian,lineage2.2.1,ND,Beijing
GCA_001378915.1_7841_7_87_genomic,000000000003771,000000000003771,212222122221211411111112,212112222-22222122222-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001395115.1_6570_6_1_genomic,777777757413731,777777757413731,1112121212-211111-212112,1221212-111322212122-101,Indo-Oceanic,lineage1.2.2.2,ND,EAI6-BGD1
GCA_001379975.1_7769_7_29_genomic,000000000003771,000000000003771,233222141322211421111312,212-23222-22422141232212,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001385575.1_7769_7_31_genomic,000000000003771,000000000003771,233222123322211431122112,212-23232-23222123232312,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001390055.1_8939_3_46_genomic,000000000003771,000000000003771,1111111222-21--1--111112,111121121-12211122222-01,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001378315.1_6954_7_7_genomic,000000000003771,000000000003771,223222121221312211111122,213-132222-2222121322-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001382055.1_7841_7_81_genomic,000000000003771,000000000003771,2123121212232115111121-2,2121323215232221-1-22--2,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001383895.1_7156_7_72_genomic,000000000003771,000000000003771,2122221313222124-1111112,213122222-22222131232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001381775.1_7755_3_60_genomic,747777770060771,747777770060771,232222122221111321111122,212-12222-12222122322-12,Euro-American,lineage4.7,ND,T1
GCA_001384875.1_7755_5_80_genomic,000000000003771,000000000003771,223222132322211321112222,212-23222-233221323322-2,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001392235.1_6570_8_12_genomic,777777743760771,777777743760771,221212111222212111211111,223221221-22222111221112,Euro-American,lineage4.6.2.2,ND,Cameroon
GCA_001383715.1_7769_8_56_genomic,000000000003771,000000000003771,212222123323212411122112,213132232-23222123232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001397175.1_6280_3_5_genomic,000077400001131,000077400001131,2--21--111-1--111-111111,21201-2211-22110112111-1,East-African Indian,lineage3.1.1,ND,Unknown
GCA_001388275.1_8987_5_9_genomic,000000000003741,000000000003741,2--11112122211-2----2111,201021111-13221121121-02,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001394975.1_6540_3_22_genomic,777676727240241,777676727240241,1-22221211-12-11-1--1--1,102012212122-1212111--11,Euro-American,lineage4.1.1.3.1,ND,X1
GCA_001381135.1_7314_8_86_genomic,000000000003771,000000000003771,232222132222211421311122,232-22222-22222132322212,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001385315.1_7755_4_26_genomic,000000000003771,000000000003771,2122231213222112-1122112,212122232223223121232--2,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001398035.1_6174_1_6_genomic,400000477000031,400000477000031,21-111-111-22--11-11---1,211122121-21111211121101,Euro-American,lineage1.2.2.1,capreomycin(R),Unknown
GCA_001381095.1_7755_2_42_genomic,000000000003771,000000000003771,232212131221211421111122,212-12221-22222131322-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001382715.1_7755_4_28_genomic,774777001420771,774777001420771,2352251132212112221-1112,212-1-212222225113222--2,Euro-American,lineage4.2.1,ND,Ural-1
GCA_001391435.1_6540_8_16_genomic,000000300000600,000000300000600,21-1211112222--1--1----1,211123112-21111011121-02,East-African Indian,lineage4.1.1,ND,BOV_4-CAPRAE
GCA_001379875.1_7156_6_21_genomic,000000000003771,000000000003771,223222121222212311111112,213-23222-22222121222-12,East Asian,lineage2.2.1,ND,Beijing
GCA_001390695.1_8939_3_25_genomic,000000000003571,000000000003571,1122121212-11--1-11-1-12,111112211-12112121222-11,East Asian,lineage2.2.1,ND,Beijing
GCA_001394515.1_6570_5_13_genomic,774077607777071,774077607777071,2221222122212111112112-2,222212122-22322212122112,"M. Africanum, West African 1",lineage5.1.3,rifampicin(R),AFRI_2
GCA_001394655.1_6570_5_2_genomic,577777777760771,577777777760771,2221121113212-12-12211-2,222212131222212111132-12,Euro-American,lineage4.2.2,ND,T1
GCA_001388975.1_8939_3_85_genomic,000000000003771,000000000003771,1-21221212211-121-1--112,112012112211212121222102,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001397675.1_6221_2_8_genomic,736745606020351,736745606020351,2-11111124211-2211-1--11,203115121211111112221112,Euro-American,lineage4.3.4.2.1,ND,H3
GCA_001394475.1_6540_1_6_genomic,614000010000000,614000010000000,1-11111221-12--1--1--1-1,111011111-21211122111-01,Euro-American,lineage4.1.1,ND,BOV
GCA_001381335.1_7314_8_69_genomic,777737777420771,777737777420771,2142151133222122-2411212,2-3124221222325113232-22,Euro-American,lineage4.2.1.1,ND,Ural-1
GCA_001395195.1_6570_6_14_genomic,777777777760771,777777777760771,2111211312221-211-122212,213121132113311131222102,Euro-American,lineage4.1.2.1,ND,T1
GCA_001380555.1_7156_6_39_genomic,000000000003771,000000000003771,212222122321212311221122,223112232-22222122332-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001388615.1_8898_8_74_genomic,166777357400031,166777357400031,11-2121322-11--1--1-1--2,111112221112112122122-01,Euro-American,lineage4.8,ND,Unknown
GCA_001383955.1_7769_7_17_genomic,000000000003771,000000000003771,213222132323211411222112,222133232-23222132232-12,East Asian,lineage2.2.1,ND,Beijing
GCA_001388555.1_8939_3_61_genomic,000000000003631,000000000003631,1121121211-211-1--1-1111,111122111-12222121211-01,East Asian,lineage2.2.1,ND,Beijing
GCA_001388035.1_8898_8_26_genomic,000000000002540,000000000002540,1111111221211111--1-11-2,112111111--2221122112-02,East Asian,lineage2.2.1,ND,Beijing
GCA_001394855.1_6540_3_24_genomic,777740007760471,777740007760471,-111121122-2---2--11----,01-12-1212----21---2---1,Euro-American,lineage4.1.1,ofloxacin(R),LAM9
GCA_001397195.1_6280_3_4_genomic,201377000000751,201377000000751,2-11221122-121-1---1--11,20101-1221211220122210-1,East-African Indian,lineage3.1.1,ND,Unknown
GCA_001393475.1_6570_5_23_genomic,617776777760601,617776777760601,2212211111211-11-12111-1,222211222112211111111-12,Euro-American,lineage4.1.1,rifampicin(R),X2
GCA_001381575.1_7841_7_77_genomic,777777777720771,777777777720771,222112152323311131122122,212232131133222152332--2,Euro-American,lineage4.1.2.1,isoniazid(R),H3
GCA_001394535.1_6570_5_14_genomic,703777700003771,703777700003771,2212221112211-111-2111-2,2222112221122121-11221-2,East-African Indian,lineage3,ND,CAS
GCA_001389675.1_8939_3_45_genomic,770673777760471,770673777760471,2122221111211111--111-11,212112222-12122111211-02,Euro-American,lineage4.1.2,ethionamide(R),T1
GCA_001380635.1_7755_3_91_genomic,000000000003771,000000000003771,212225131221211421112222,212112222-23325131322-12,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001395435.1_6540_3_19_genomic,740376077760071,740376077760071,1-12121112-23-12--111-11,1-202122-2321121-1221--1,Euro-American,ND,ofloxacin(R),T1
GCA_001383195.1_7755_4_32_genomic,000000000003771,000000000003771,212222121223212221112122,213132222223222121322212,East Asian,lineage2.2.1,ND,Beijing
GCA_001383675.1_7755_3_76_genomic,000000000003771,000000000003771,213222122322212211132112,213123242223222122232-12,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001391495.1_6540_5_23_genomic,000000000000000,000000000000000,111111-121-11111--1111-1,11211-121-12221012111--1,Cannot be determined,lineage3.1.1,ND,ATYPICAL
GCA_001392975.1_6570_8_8_genomic,700076777760771,700076777760771,2211221122323-22-1211111,223221122242212112221-13,Euro-American,lineage4.1.1.3,ND,X3
GCA_001397835.1_6174_1_1_genomic,742166707760611,742166707760611,2-2-21-211-221-1--11--11,211022122-21121021-31--1,Euro-American,lineage4.1.1.3.1,ND,X1
GCA_001384895.1_7156_6_25_genomic,777777777760471,777777777760471,212222131323311412212212,222132222433322131232--2,Euro-American,lineage4.1.2,ethionamide(R),T1
GCA_001387535.1_8987_4_73_genomic,000000000003611,000000000003611,1-12121111-11-----1111-1,111011221-12212111111-01,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001390215.1_8939_3_41_genomic,000000000003751,000000000003751,2-11111412-21111---11--2,202021121-12121141122-01,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001397035.1_6174_8_8_genomic,177302077620771,177302077620771,1-12211-1--11--1-1---111,101012212-11211121211-11,Euro-American,lineage4.1.1.3.1,ofloxacin(R),H3
GCA_001394095.1_6570_5_12_genomic,777777777760771,777777777760771,2221231212222-21-1211112,223222122122213121222-12,Euro-American,lineage4,ND,T1
GCA_001389035.1_8987_4_22_genomic,524757775420771,524757775420771,1-22121111211-112-1----1,11201-211111112111111202,Euro-American,lineage4.2.1,isoniazid(R),NEW-1 (misnamed as Ural-2)
GCA_001379795.1_7841_6_14_genomic,774777777420771,774777777420771,214122113221212221111122,21311-122222222113322--2,Euro-American,lineage4.2.1,ND,Ural-1
GCA_001389895.1_8939_3_2_genomic,000000000003751,000000000003751,2111111222211--1-11-11-2,211111111-12211122122-12,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001393035.1_6570_8_7_genomic,777777777760771,777777777760771,2221221212211-12-1212111,222212122213212121221-12,Euro-American,lineage4,ND,T1
GCA_001384155.1_7755_2_13_genomic,000000000003771,000000000003771,212212121323211431112212,212132221-23322121232-12,East Asian,lineage2.2.1,ND,Beijing
GCA_001382555.1_7156_7_56_genomic,000000000003771,000000000003771,213222121322211311211112,222123222-22222121232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001391115.1_8987_4_35_genomic,000000000003371,000000000003371,1-12111112-12-11--11-1-3,11201122--2121112112--01,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001381435.1_7314_8_68_genomic,677737607760771,677737607760771,322222122321211221211-22,322212222222122122332212,Euro-American,lineage4.3.4.1,ND,LAM
GCA_001378855.1_7769_8_91_genomic,000000000003771,000000000003771,222222122322211211121112,212-22232222222122232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001382435.1_7841_6_44_genomic,777777777760771,777777777760771,222222131222211121211123,2222222221222221313232-2,Euro-American,lineage4.8,ND,T1
GCA_001383455.1_7769_8_54_genomic,000000000003771,000000000003771,212222132223212411112112,213132222-23222132222-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001380655.1_7156_7_96_genomic,000000000003731,000000000003731,213222123322212422112112,213123222-23222123232-22,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001378835.1_7156_7_66_genomic,774777777420771,774777777420771,214222113222311221111212,212124222232322113222-12,Euro-American,lineage4.2.1,rifampicin(R),Ural-1
GCA_001389195.1_8987_4_13_genomic,000000000003771,000000000003771,2-11121211-13-11--131112,212012141-32212121212-01,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001395095.1_7054_1_24_genomic,773656366760600,773656366760600,1111111212211--11-11-1-1,111111121111211121121102,Euro-American,lineage4.1.1,ND,T1
GCA_001382735.1_7769_7_38_genomic,777777774020771,777777774020771,212222152322311132111212,2121222221323221522323-2,Euro-American,lineage4.1.2.1,streptomycin(R),H1
GCA_001395415.1_6570_6_18_genomic,777676777760601,777676777760601,2222111413213-1111212212,222212221133311141232112,Euro-American,lineage4.1.1,ND,X2
GCA_001387035.1_8898_8_85_genomic,014557577420760,014557577420760,1-41131121213-11--1-1111,11201411113221-112211-02,Euro-American,lineage4.2.1,isoniazid(R),NEW-1 (misnamed as Ural-2)
GCA_001387875.1_8898_8_48_genomic,060060000000371,060060000000371,21-1121221-12--2--111-12,211112121222112122222-01,Euro-American,lineage4.1.2,pyrazinamide(R),Unknown
GCA_001388355.1_8898_8_23_genomic,000000000003571,000000000003571,21-1121212223--1--11--12,211122121-31112111222-02,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001393835.1_6540_3_17_genomic,771740077760471,771740077760471,2112121121-2--12--1-2--1,212121-112-3-121--1-1--1,Euro-American,ND,ofloxacin(R),T1
GCA_001379035.1_7156_6_42_genomic,777777704020771,777777704020771,213322131322211222112112,212123322223222131232-22,Euro-American,lineage4.1.2.1,ND,H1
GCA_001397135.1_6280_3_3_genomic,703376400000050,703376400000050,1-1121111121-111---1--1-,10201-1221-1121111221--2,East-African Indian,lineage3.1.1,isoniazid(R),CAS
GCA_001382695.1_7755_3_56_genomic,000000000003771,000000000003771,2122121223222122-1211112,223122221222222122232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001391955.1_7054_1_34_genomic,447765714340771,447765714340771,11-1121221211--1--11---1,111111121-1111212211--02,Euro-American,lineage4.8.2,ND,T1
GCA_001396535.1_6174_6_9_genomic,777512365740310,777512365740310,11-112-121-111-2--111111,111112121212222012211--1,Euro-American,lineage4.1.1.3.1,ethambutol(R),T1
GCA_001398055.1_6174_2_1_genomic,000224400000631,000224400000631,111113--12-11-111-1-1--1,11212-111112113221-211-1,East-African Indian,lineage3.1.1,ND,Unknown
GCA_001395015.1_6570_6_15_genomic,777777777760771,777777777760771,2211111112212-22112121-1,2232111212232111-11211-2,Euro-American,lineage4.1.2.1,ND,T1
GCA_001392135.1_6570_6_4_genomic,777777777760771,777777777760771,2121131113221-1211211112,222122121212213111232112,Euro-American,lineage4,ND,T1
GCA_001394935.1_6540_3_23_genomic,373344771700441,373344771700441,1-111--112-13--1--1-1111,111011111-322120-1221-11,Euro-American,lineage4.1.1.3.1,ND,Unknown
GCA_001388475.1_8898_8_82_genomic,370777654760731,370777654760731,2-11221-22221--21-11-1--,211021122211212122121102,Euro-American,lineage4.8,rifampicin(R),T2
GCA_001392695.1_6570_8_10_genomic,477777777413071,477777777413071,1112111121221-2111222-12,12312123111311111221-112,Indo-Oceanic,lineage1.1.2,isoniazid(R),EAI3-IND
GCA_001385735.1_7769_7_32_genomic,000000000003771,000000000003771,212222131322212421111112,213122222-22222131232212,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001383835.1_7156_6_34_genomic,000000000003771,000000000003771,212222141221212221112112,2131122222232221-1222-12,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001395995.1_6540_1_9_genomic,000000014000000,000000014000000,212111--11-221-1--1-1--1,-11121111-22121021111-01,Euro-American,lineage4.1.1,ND,BOV_4-CAPRAE
GCA_001397855.1_6174_1_2_genomic,666634440720331,666634440720331,---1121112-121-1--1--1-2,011011111-2-222111-22--1,Euro-American,lineage4.8.2,isoniazid(R),H3
GCA_001394035.1_6540_7_16_genomic,777777777760430,777777777760430,2-11121122-211121-11-1-2,21002112121-1-21-2122--1,Euro-American,lineage4.8,ND,T1
GCA_001389355.1_8987_4_62_genomic,000000000001770,000000000001770,2-12211211-2--1----11--1,202021222--2111121111-01,East Asian,lineage2.2.1,ND,Beijing
GCA_001397435.1_6221_2_5_genomic,000000374020600,000000374020600,2-11121212-211-1-1-3-111,201021141-11222121221-11,Euro-American,lineage4.1.1,ND,H3
